FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,RANGO,HORARIO,INGRESO,DESHABITAD,PROCESO,VIOLENCIA,ARMAS_US,ARMA,PER_SOSP,ALIAS,SEXO_AGRE,SEXO_AFEC,CAT_SOS,DETENIDO,MOT_DET,DET_SPM,LESION_AFE,LESION_PR,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,REROBADO,OBJ_ROBADO,HECHOS,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,DEN_CASIO,LONG,LAT,OID
251709703,0,50107,ROBO A CASA,9,02/09/2025,36,2,1,UNIDAD HABITACIONAL,POTREROS DEL OESTE,167,167,ANDADOR,LA LOMA,NA,NA,"110,B,,",AVENIDA,DEL FAISAN,2,16,40,22,04:40 p. m.,4,NO,Falso,Falso,9,ninguna,FUMIGADOR PUBLICADO EN FACEBOOK,EL HUICHO,H,M,2,0,N,N,0,0,Falso,0,N,N,NO,28,dinero,32000,32000,Falso,1,1,0,-102.29781,21.8437157,1622
251713671,0,30413,ROBO A CASA,9,03/09/2025,36,3,5,FRACCIONAMIENTO,VILLA NATTY,973,973,CERRADA,BELEN,NA,NA,",,,",CALLE,PASEO DE LA NATIVIDAD,7,13,20,21,01:20 p. m.,4,NO,Falso,Verdadero,4,fuego,2 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,CAMIONETA,TERRITORI GRIS O NEGRA,NO,"2,3,6,28","computo, celular, tecnologia, dinero",300000,300000,Falso,1,1,0,-102.31232,21.9436846,1623
251713763,0,30414,ROBO A CASA,9,03/09/2025,36,3,1,FRACCIONAMIENTO,SENDERO TOSCANO,340R,0,CALLE,MONTALCINO,NA,NA,"103,,,",AVENIDA,SENDERO TOSCANO,4,0,0,9,08:30-13:45,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"1,6,9,31","pantalla, tecnologia, mobiliario, maleta",0,15000,Falso,"1,23",1,4648,-102.23507,21.9077907,1624
251716267,0,30414,ROBO A CASA,9,03/09/2025,36,3,5,FRACCIONAMIENTO,TAMARA RESIDENCIAL,1068R,1068,PRIVADA,GUSTAVO DIAZ ORDAZ,NA,NA,3149,CALLE,GUSTAVO DIAZ ORDAZ,7,0,0,10,07:00-20.00,7,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"5,6,12,15,38","equipo de sonido, tecnologia, ropa, joyeria, otros",0,250000,Falso,1,1,0,-102.32129,21.941531,1625
251716273,0,30414,ROBO A CASA,9,03/09/2025,36,3,1,CONDOMINIO,RINCONADA DEL PUERTECITO,433,433,CALLE,RODRIGO RINCON GALLARDO 601,NA,NA,"80,,,",CALLE,RODRIGO RINCON GALLARDO,3,0,0,10,06:00-20:00,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"12,15","ropa, joyeria",0,500,Falso,1,1,0,-102.26716,21.9348905,1626
251717622,0,30414,ROBO A CASA,9,03/09/2025,36,3,1,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,153,153,CALLE,SIERRA DE LAS PALOMAS,NA,NA,"204,,,",CALLE,SIERRA TEPOZTLAN,6,0,0,9,06:00-16:00,5,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,26,"computo, tecnologia",0,37700,Falso,"1,23",4653,0,-102.31068,21.9146395,1627
251718100,0,30414,ROBO A CASA,9,04/09/2025,36,4,1,FRACCIONAMIENTO,HACIENDA PARAISO,536R,0,AVENIDA,FRANCISCO I MADERO,NA,NA,"542,,,",N,N,6,0,0,26,03:00-04:40,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,ND,8,0,N,N,0,0,Falso,0,N,N,NO,1,pantalla,0,0,Falso,1,1,0,-102.34626,21.8924206,1628
251718725,251723447,30414,ROBO A CASA,9,04/09/2025,36,4,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,354,CALLE,FRANCISCO ARMENGOL,NA,NA,"1505,,,",CALLE,FRANCISCO LOPEZ MEDRANO,3,0,0,19,08:30 a. m.,4,NO,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,M,8,0,N,N,0,0,Falso,0,N,N,NO,55,patin electrico,0,10000,Falso,1,1,0,-102.25848,21.9372433,1629
251718941,0,30414,ROBO A CASA,9,04/09/2025,36,4,1,BARRIO,GUADALUPE,502,502,CALLE,ARELLANO,NA,NA,"118,,,",CALLE,VALENTIN GOMEZ FARIAS,1,0,0,13,21:00-08:00,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"19,45","material de construccion, carretilla",0,11800,Falso,"1,23",1,4654,-102.30369,21.8852258,1630
251719535,0,30414,ROBO A CASA,9,04/09/2025,36,4,1,FRACCIONAMIENTO,LOS PERICOS,287,287,CALLE,SAN IGNACIO,NA,NA,"109,,,",AVENIDA,POLIDUCTO,4,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,VECINO,"EL BARBAS, EL PAYASO",H,M,6,0,N,N,0,0,Falso,0,N,N,NO,"8,12,14,28",dinero,1000,1000,Falso,1,1,0,-102.24694,21.9003539,1631
251720731,0,30414,ROBO A CASA,9,04/09/2025,36,8,1,FRACCIONAMIENTO,LOMAS DE SANTA ANITA,227,227,CALLE,ARQUITECTO LUIS BARRAGAN,NA,NA,"121,,,",CALLE,RUFINO TAMAYO,4,0,0,1,dias solo,4,DESHABITADA,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,39,sin datos,0,0,Falso,1,1,0,-102.26747,21.891787,1632
251716267,0,30414,ROBO A CASA,9,03/09/2025,36,3,5,FRACCIONAMIENTO,TAMARA RESIDENCIAL,1068,1068,PRIVADA,GUSTAVO DIAZ ORDAZ,NA,NA,3149,CALLE,GUSTAVO DIAZ ORDAZ,7,0,0,21,13:45-14:00,9,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,39,sin datos,0,0,Falso,1,1,0,-102.32119,21.9416453,1633
251725961,0,30414,ROBO A CASA,9,05/09/2025,36,8,5,FRACCIONAMIENTO,STACIA,1013,1013,CIRCUITO,PANDORA,NA,NA,"342,,,",CALLE,PANDORA,7,0,0,1,dias solo,4,DESHABITADA,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,17000,Falso,1,1,0,-102.30408,21.9658527,1634
251726448,0,30414,ROBO A CASA,9,05/09/2025,36,5,1,RANCHO,SAN JOSE DE BUENAVISTA,709R,0,CARRETERA,42,3.7,NA,",,,",CARRETERA,LIBRAMIENTO SUR AGUASCALIENTES,2,0,0,18,16:00-14:40,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"11,45","herramienta, carretilla",0,0,Falso,1,1,0,-102.35002,21.8176472,1635
251728031,0,30414,ROBO A CASA,9,05/09/2025,36,5,1,FRACCIONAMIENTO,VILLA DE LAS NORIAS,435,435,CIRCUITO,JOSE NICOLAS IBARRA ROCHARTE,NA,NA,"106,,,",CALLE,ND,4,0,0,18,dias solo,4,DESHABITADA,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,0,Falso,"1,23",1,4658,-102.22463,21.8761372,1636
251728661,0,30414,ROBO A CASA,9,05/09/2025,36,5,5,FRACCIONAMIENTO,BUENAVISTA,1070,1070,CALLE,NARDO,NA,NA,"312,B,,",PROLONGACION,PLAN DE ALLENDE,7,0,0,14,18:00-20:00,9,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"2,11,31","computo, herramienta, mochila",0,25000,Falso,1,1,0,-102.3574,21.9683719,1637
251730521,0,30414,ROBO A CASA,9,06/09/2025,36,8,1,FRACCIONAMIENTO,VISTAS DE ORIENTE,353,353,CALLE,VISTAS DE ORIENTE 117,NA,NA,"117,,16,",AVENIDA,VISTAS DE ORIENTE,4,0,0,27,sin datos,1,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,0,Falso,1,1,0,-102.24148,21.8781427,1638
251731819,0,30414,ROBO A CASA,9,06/09/2025,36,6,1,FRACCIONAMIENTO,SAN FRANCISCO DEL ARENAL,681,681,AVENIDA,MAHATMA GANDHI,NA,NA,"805,A,,",CALLE,CERRO ACONCAGUA,2,7,9,19,07:09 a. m.,9,NO,Verdadero,Falso,9,ninguna,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,NO,11,herramienta,0,0,Verdadero,1,1,0,-102.2939,21.8309279,1639
251731890,0,30404,ROBO A CASA,9,06/09/2025,36,6,1,FRACCIONAMIENTO,REAL DE HACIENDAS,307,307,CALLE,HACIENDA DE CANUTILLO,NA,NA,",,,",CALLE,HACIENDA CORUNGO,4,6,0,19,06:00 a. m.,1,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,0,Falso,1,7,0,-102.24062,21.8889007,1640
251733546,0,30414,ROBO A CASA,9,06/09/2025,36,6,1,FRACCIONAMIENTO,EJIDO CUMBRES,210,210,CALLE,LAS CUMBRES,NA,NA,"407,,,",CALLE,PAULA DE JESUS JIMENEZ YAÑEZ,3,0,0,6,04:00-11:00,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"1,3,11","pantalla, celular, herramienta",0,0,Falso,1,1,0,-102.25533,21.9046482,1641
251734549,0,30414,ROBO A CASA,9,06/09/2025,36,6,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,601,CALLE,CERRO TAITA,NA,NA,"214,,,",PROLONGACION,CONSTITUCIONALISTA,3,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,INQUILINO,ND,H,H,1,0,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,50000,Falso,1,1,0,-102.26195,21.9411244,1642
251734727,0,30414,ROBO A CASA,9,06/09/2025,36,8,1,FRACCIONAMIENTO,TROJES DEL COBANO,229,229,CALLE,TAMARINDO,NA,NA,"303,,,",CALLE,MADROÑO,3,0,0,1,dias solo,1,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,10000,Falso,"1,23",1,4659,-102.27916,21.90881,1643
251737452,0,30414,ROBO A CASA,9,06/09/2025,36,6,1,FRACCIONAMIENTO,REAL DEL SOL,412,412,AVENIDA,VALLARTA,NA,NA,"737,,,",CIRCUITO,UNIVERSO,4,22,0,24,10:00 p. m.,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"8,9,11,12,16,18","electrodomesticos, mobiliario, herramienta, ropa, utensilios de cocina, tanque de gas",0,40000,Falso,"1,23",1,4660,-102.23832,21.8878607,1644
251744408,0,30404,ROBO A CASA,9,07/09/2025,36,8,5,NINGUNO,EL CHAVEÑO II,928,928,CALLE,BUGAMBILIA,NA,NA,"106,,,",CARRETERA,JESUS MARIA A EL VARAL,7,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,VECINO,ND,H,M,6,0,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,0,Falso,1,2,0,-102.36419,21.9664182,1645
251746813,0,30413,ROBO A CASA,9,07/09/2025,36,7,1,FRACCIONAMIENTO,LOS ANGELES,603,603,CALLE,ANGELINA,NA,NA,"103,,,",CALLE,VIÑEDOS SAN MARCOS,3,23,5,24,11:05 p. m.,4,NO,Falso,Falso,9,ninguna,2 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,NO,28,dinero,0,25000,Falso,18,1,0,-102.27465,21.9547461,1646
251748204,0,30414,ROBO A CASA,9,08/09/2025,37,1,1,FRACCIONAMIENTO,VILLAS DEL RIO,416,416,CALLE,RIO CAZONES,NA,NA,"140,,,",CALLE,RIO AGUANAVAL,3,0,0,12,15:00-03:25,9,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,0,Falso,1,23,0,-102.24313,21.9380033,1647
251748449,0,30414,ROBO A CASA,9,08/09/2025,37,1,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,334,335,CALLE,SALVADOR AGUILERA PADILLA,NA,NA,"229,,,",CALLE,ISABEL JIMENEZ DIAZ,4,4,57,26,04:57 a. m.,4,NO,Verdadero,Falso,9,ninguna,2 HOMBRES,ND,H,M,8,2,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,0,Falso,1,4,0,-102.23597,21.8714459,1648
251749714,0,30414,ROBO A CASA,9,08/09/2025,37,1,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,223,CALLE,GENTE BUENA,NA,NA,"301,,,",AVENIDA,SIGLO XXI,4,10,38,20,10:38 a. m.,4,NO,Falso,Falso,9,ninguna,1 HOMBRE,JUAN MANUEL MACIAS VEGA 29 AÑOS,H,M,8,1,N,N,0,0,Falso,0,N,N,NO,28,dinero,0,0,Falso,1,1,0,-102.25307,21.8946945,1649
251729571,0,30414,ROBO A CASA,9,05/09/2025,36,5,11,ESTACION,CHICALOTE,1319,1319,CALLE,ZACATECAS,NA,NA,",,,",CALLE,SINALOA,7,0,0,27,sin datos,9,NO,Falso,Falso,9,ninguna,CONOCIDOS,ND,H,H,3,0,N,N,0,0,Falso,0,N,N,NO,39,sin datos,0,0,Falso,1,1,0,-102.25388,22.0122585,1650
251737054,0,30414,ROBO A CASA,9,06/09/2025,36,6,5,CONDOMINIO,RESERVA SAN CRISTOBAL,1087,1087,CALLE,TROJE LA LABOR,NA,NA,"212,,,",CALLE,TROJE OJOCALIENTE,7,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,RENTERO,ND,H,M,1,0,N,N,0,0,Falso,0,N,N,NO,"5,6,12","equipo de sonido, tecnologia, ropa",0,0,Falso,1,1,0,-102.30521,21.9410287,1651
251718361,0,30414,ROBO A CASA,9,02/09/2025,36,2,1,FRACCIONAMIENTO,OJO DE AGUA INFONAVIT,622,622,CALLE,PLAZA FIDEL VELAZQUEZ,NA,NA,"109,,,",CALLE,COAHUILA,5,0,0,27,sin datos,9,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"11,24","herramienta, autoestereo",0,0,Falso,1,1,0,-102.27873,21.8626514,1652
251733369,0,30414,ROBO A CASA,9,06/09/2025,36,6,5,LOCALIDAD,MIRAVALLE,1019,1019,AVENIDA,DEL ROSARIO,NA,NA,"103,,,",CALLE,RAMIREZ,7,0,0,21,01:32 p. m.,4,NO,Falso,Falso,9,ninguna,1 MUJER,ND,M,M,8,0,N,N,0,0,Falso,0,N,N,NO,12,ropa,0,0,Verdadero,1,28,0,-102.31006,21.9733771,1653
251726675,0,30414,ROBO A CASA,9,05/09/2025,36,5,1,FRACCIONAMIENTO,LOS PERICOS,287,287,CALLE,SANTA CATALINA,NA,NA,"112,,,",CALLE,SANTA CECILIA,3,11,20,20,11:20 a. m.,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,grua,N,NO,6,tecnologia,0,0,Falso,1,1,0,-102.24888,21.9068069,1654
251740948,0,30414,ROBO A CASA,9,07/09/2025,36,7,1,ZONA,ZONA CENTRO,501,501,PRIVADA,WASCO,NA,NA,"125,,,",CALLE,WASCO,1,0,0,16,19:00-09:00,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,14,triciclo,0,0,Falso,1,1,0,-102.29015,21.8800861,1655
64140236,0,30414,ROBO A CASA,8,30/08/2025,35,6,6,COLONIA,5 DE MAYO,1115,1115,CALLE,IGNACIO RAMIREZ,NA,NA,"8,,,",CALLE,MARIANO ESCOBEDO,7,0,0,27,sin datos,9,NO,Falso,Falso,9,ninguna,ND,ND,ND,ND,8,0,N,N,0,0,Falso,0,N,N,NO,"2,15,29,40","computo, joyeria, cartera, tarjetas",0,0,Falso,1,1,0,-102.27544,22.1441773,1656
251749038,0,30414,ROBO A CASA,9,08/09/2025,37,1,1,COLONIA,SAN PABLO,242,242,CALLE,RIO PAPALOAPAN,NA,NA,"231,,,",CALLE,EJERCITO NACIONAL,6,8,25,19,08:25 a. m.,4,NO,Verdadero,Falso,9,ninguna,HERMANO,ND,H,M,5,0,N,N,0,0,Falso,0,N,N,NO,3,celular,0,5000,Falso,1,14,0,-102.30009,21.8930975,1657
251750215,0,30414,ROBO A CASA,9,07/09/2025,36,7,11,LOCALIDAD,EX-VIÑEDOS GUADALUPE,1307,1307,CALLE,VIÑEDOS MARQUITOS,NA,NA,"338,,,",AVENIDA,FERROCARRIL,7,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,2 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,NO,"5,18","equipo de sonido, tanque de gas",0,0,Falso,1,1,0,-102.27814,21.9590106,1658
251748103,0,30904,ROBO A CASA,9,08/09/2025,37,1,1,FRACCIONAMIENTO,PASEOS DEL SUR,634,634,CIRCUITO,SICILIA,NA,NA,",,,",CALLE,PASEO DEL ATARDECER,5,0,0,25,02:50 a. m.,3,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,14,bicicleta,0,0,Falso,1,2,0,-102.27199,21.8159676,1659
251749631,0,30904,ROBO A CASA,9,08/09/2025,37,1,1,FRACCIONAMIENTO,REAL DEL SOL,412,412,CALLE,HACIENDA LA SOLEDAD,NA,NA,"127,,,",CIRCUITO,ESTELAR,4,0,0,20,10:00 a. m.,9,NO,Falso,Falso,9,ninguna,2 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,COCHE,GRIS,NO,18,tanque de gas,0,0,Falso,1,1,0,-102.23899,21.8881497,1660
251752235,0,30414,ROBO A CASA,9,08/09/2025,37,1,1,FRACCIONAMIENTO,REAL DEL SOL,412,412,CALLE,HACIENDA LA SOLEDAD,NA,NA,"117,,,",CIRCUITO,ESTELAR,4,0,0,20,10:00 a. m.,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"2,5,6,8,18","computo, equipo de sonido, tecnologia, electrodomesticos, tanque de gas",0,15000,Falso,"1,23",1,4669,-102.23944,21.888043,1661
251752331,0,30414,ROBO A CASA,9,08/09/2025,37,8,1,RESIDENCIAL,EDEN LOS SABINOS,691,691,CALLE,PASEO DE LOS CIPRES,NA,NA,",,,",CALLE,PASEO DEL CEDRO,2,0,0,1,dias solo,7,SOLA,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"1,5,10,38,52","pantalla, equipo de sonido, acabados, otros, vinos",0,50000,Falso,1,1,0,-102.36316,21.7317509,1662
251753678,0,30904,ROBO A CASA,9,08/09/2025,37,1,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,334,334,CALLE,ANTONIO LEAL Y ROMERO,NA,NA,"306,,,",AVENIDA,PROCERES DE LA ENSEÑANZA,4,0,0,20,11:00 a. m.,9,NO,Falso,Falso,9,ninguna,VECINO,ND,H,H,6,0,N,N,0,0,Falso,0,N,N,NO,28,dinero,5000,5000,Falso,1,1,0,-102.23547,21.8662845,1663
251754671,0,30414,ROBO A CASA,9,09/09/2025,37,2,1,FRACCIONAMIENTO,CIRCUNVALACION NORTE,243,243,CALLE,JACARANDA,NA,NA,"204,,,",CALLE,ALFREDO LEWIS,6,0,0,5,00:00-05:59,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,10000,Falso,"1,23",1,4670,-102.30296,21.896919,1664
251757474,0,30414,ROBO A CASA,9,09/09/2025,37,2,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,342,CALLE,BARTOLO DE LUNA,NA,NA,"129,,,",CALLE,CELIA MARIA MARTINEZ,3,0,0,3,13:00-17:35,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,39,sin datos,0,0,Falso,1,7,0,-102.25134,21.929936,1665
251758481,0,30414,ROBO A CASA,9,09/09/2025,37,2,1,FRACCIONAMIENTO,NATURA,371,371,CALLE,COLINA,NA,NA,"122,,,",CALLE,GEODESIA,3,0,0,20,10:00 a. m.,7,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"1,2,3,12,15","pantalla, computo, celular, ropa, joyeria",0,50000,Falso,"1,23",1,4672,-102.24836,21.9331894,1666
251766271,0,30414,ROBO A CASA,9,09/09/2025,37,2,1,FRACCIONAMIENTO,OJOCALIENTE LAS TORRES,192,192,CALLE,PASEO DE LA PRESA,NA,NA,"101,,,",AVENIDA,PASEO OJOCALIENTE,5,0,0,21,12:00-13:00,1,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,0,Falso,1,1,0,-102.25499,21.8703208,1667
251768334,0,30414,ROBO A CASA,9,11/09/2025,37,4,1,FRACCIONAMIENTO,REAL DEL SOL,412,412,CIRCUITO,ASTRO,NA,NA,"302,,,",CIRCUITO,ASTRO,4,9,30,20,09:30 a. m.,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,53,casco,0,3000,Falso,"1,23",1,4676,-102.23381,21.8897929,1668
251769082,0,30414,ROBO A CASA,9,11/09/2025,37,4,1,COMUNIDAD,SAN PEDRO CIENEGUILLA,30,30,AVENIDA,LAS AMERICAS,NA,NA,"160,,,",CALLE,ARGENTINA,2,0,0,13,13:00-11:00,3,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,1,pantalla,0,0,Falso,1,1,0,-102.41243,21.7202251,1669
251769921,0,30414,ROBO A CASA,9,11/09/2025,37,4,5,LOCALIDAD,PASO BLANCO,1018,1018,PRIVADA,10 DE MAYO,NA,NA,"119,,,",CALLE,GUADALUPE VICTORIA,7,14,11,21,02:11 p. m.,4,NO,Falso,Verdadero,4,fuego,2 HOMBRES,ND,H,M,8,0,N,N,0,0,Falso,0,MOTOCICLETA,ITALIKA NEGRO CON VERDE,NO,"2,3,28,29,30","computo, celular, dinero, cartera, llaves",150000,200000,Falso,1,1,0,-102.31786,21.9728646,1670
251770309,0,30414,ROBO A CASA,9,11/09/2025,37,4,1,FRACCIONAMIENTO,LA LOMITA,270,270,CALLE,EL PALMAR,NA,NA,"130,,,",CALLE,PALMA DE ABANICO,5,15,23,21,03:23 p. m.,4,NO,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,M,8,0,N,N,0,0,Falso,0,N,N,NO,"3,8,10","celular, electrodomesticos, acabados",0,0,Falso,1,26,0,-102.24055,21.8607969,1671
251773873,0,30414,ROBO A CASA,9,12/09/2025,37,5,1,FRACCIONAMIENTO,MORELOS I,598,598,CALLE,CONGRESO DE CHILPANCINGO,NA,NA,"633,,,",CALLE,MAYO DE 1812,5,5,37,26,05:37 a. m.,4,NO,Falso,Falso,9,ninguna,1 HOMBRE,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,14,bicicleta,0,0,Falso,1,1,0,-102.26104,21.8555272,1672
251752138,0,50107,ROBO A CASA,9,08/09/2025,37,1,1,COLONIA,SAN JOSE DEL ARENAL,124,124,AVENIDA,UNIVERSIDAD,NA,NA,"1901,,,",CALLE,TEPEZALA,6,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,AMIGO DE SU ESPOSO,OMAR,H,M,4,0,N,N,0,0,Falso,0,N,N,NO,11,herramienta,0,0,Falso,1,2,0,-102.30922,21.9068099,1673
251757567,0,50107,ROBO A CASA,9,09/09/2025,37,2,1,FRACCIONAMIENTO,INSURGENTES,161,161,CALLE,ALTAGRACIA MERCADO,NA,NA,"127,,,",CALLE,GENERAL JULIAN MEDINA,2,17,59,22,05:59 p. m.,9,NO,Falso,Falso,9,ninguna,EMPLEADOS,ND,H,M,2,0,N,N,0,0,Falso,0,N,N,NO,11,herramienta,0,0,Falso,1,10,0,-102.30957,21.8470369,1674
251758025,0,30420,ROBO A CASA,8,25/08/2025,35,1,1,FRACCIONAMIENTO,VILLA JARDIN I,264,264,CALLE,REPUBLICA DE PUERTO RICO,NA,NA,",,,",AVENIDA,QUINTA AVENIDA,2,6,36,19,06:36 a. m.,4,TERRENO,Falso,Falso,9,ninguna,2 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,NO,38,dolin,0,0,Falso,1,1,0,-102.30053,21.8613659,1675
251758398,0,30446,ROBO A CASA,9,09/09/2025,37,2,1,FRACCIONAMIENTO,CIRCUNVALACION NORTE,130,130,CALLE,PRIMAVERA,NA,NA,"216,,,",CALLE,ABEDUL,6,0,0,23,08:29 p. m.,4,NO,Falso,Falso,9,ninguna,VECINO,ND,H,M,6,0,N,N,0,0,Falso,0,N,N,NO,3,celular,0,0,Falso,1,1,0,-102.29997,21.9013546,1676
251760168,0,50102,ROBO A CASA,9,10/09/2025,37,3,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,175,CALLE,CORONEL JOSE MA MARTINEZ VALADEZ,NA,NA,",,,",CALLE,JOSE MARIA BOCANEGRA,2,4,52,26,04:52 a. m.,1,NO,Verdadero,Falso,9,ninguna,3 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,0,Falso,1,2,0,-102.32521,21.8543918,1677
251761341,0,30446,ROBO A CASA,9,10/09/2025,37,3,5,LOCALIDAD,LOS RAMIREZ,1020,1020,CALLE,FRANCISCO I MADERO,NA,NA,",,,",PRIVADA,PRIMAVERA,7,10,40,20,10:40 a. m.,4,NO,Verdadero,Falso,9,ninguna,HOMBRES,ND,H,M,8,0,N,N,0,0,Falso,0,N,N,NO,50,alimentos,0,0,Falso,1,2,0,-102.32359,21.9713357,1678
251763373,0,30446,ROBO A CASA,9,10/09/2025,37,3,11,FRACCIONAMIENTO,LA RIBERA,1340,1340,AVENIDA,RIBERA DE CHAPALA,NA,NA,",,,",CALLE,ATOTONILCO,7,16,45,22,04:45 p. m.,4,NO,Verdadero,Falso,9,ninguna,1 HOMBRE,ND,H,M,8,0,N,N,0,0,Falso,0,N,N,NO,"11,45","herramienta, carretilla",0,0,Falso,1,28,0,-102.25573,21.9574698,1679
251768974,0,30446,ROBO A CASA,9,11/09/2025,37,4,1,FRACCIONAMIENTO,SAN SEBASTIAN,73,73,CALLE,PASEO DEL SEÑOR DEL ENCINO SUR,NA,NA,"123,,,",CALLE,PASEO DEL SEÑOR DEL ENCINO SUR 129,5,11,25,20,11:20 a. m.,4,NO,Falso,Falso,9,ninguna,1 HOMBRE 1 MUJER,ND,A,M,8,0,N,N,0,0,Falso,0,N,N,NO,"9,14","mobiliario, bicicleta",0,0,Falso,1,1,0,-102.26862,21.8190132,1680
